-60.,0.9995,0.2948571428571429
-59.,0.9995,0.2867142857142857
-58.,0.999,0.2834285714285714
-57.,0.998,0.2882857142857143
-56.,0.998,0.2852857142857143
-55.,0.9965,0.2837142857142857
-54.,0.9975,0.2927142857142857
-53.,0.998,0.2887142857142857
-52.,0.995,0.2882857142857143
-51.,0.9905,0.2925714285714286
-50.,0.9935,0.2834285714285714
-49.,0.9895,0.2897142857142857
-48.,0.99,0.2775714285714286
-47.,0.984,0.2852857142857143
-46.,0.9865,0.29185714285714287
-45.,0.983,0.2887142857142857
-44.,0.9795,0.2884285714285714
-43.,0.9695,0.2865714285714286
-42.,0.97,0.28614285714285714
-41.,0.9645,0.2862857142857143
-40.,0.9575,0.29642857142857143
-39.,0.952,0.29285714285714287
-38.,0.9425,0.29314285714285715
-37.,0.9315,0.2914285714285714
-36.,0.9325,0.296
-35.,0.933,0.2935714285714286
-34.,0.9255,0.28985714285714287
-33.,0.9035,0.291
-32.,0.8925,0.29628571428571426
-31.,0.882,0.299
-30.,0.8715,0.2924285714285714
-29.,0.8645,0.30128571428571427
-28.,0.857,0.2857142857142857
-27.,0.815,0.28814285714285715
-26.,0.797,0.2975714285714286
-25.,0.8015,0.2794285714285714
-24.,0.788,0.29285714285714287
-23.,0.743,0.2844285714285714
-22.,0.76,0.2892857142857143
-21.,0.718,0.29085714285714287
-20.,0.703,0.2867142857142857
-19.,0.6765,0.2967142857142857
-18.,0.663,0.2877142857142857
-17.,0.6435,0.289
-16.,0.6395,0.284
-15.,0.59,0.29442857142857143
-14.,0.577,0.2998571428571429
-13.,0.5565,0.2924285714285714
-12.,0.558,0.29314285714285715
-11.,0.5055,0.2955714285714286
-10.,0.482,0.29542857142857143
-9.,0.4665,0.28785714285714287
-8.,0.4655,0.28585714285714287
-7.,0.4395,0.2967142857142857
-6.,0.3895,0.29285714285714287
-5.,0.3665,0.3087142857142857
-4.,0.362,0.29728571428571426
-3.,0.3575,0.29285714285714287
-2.,0.3195,0.28914285714285715
-1.,0.3095,0.29542857142857143
0.,0.284,0.2827142857142857
