-60.,0.999,0.
-58.,0.9975,0.
-56.,0.996,0.
-54.,0.997,0.
-52.,0.9905,0.
-50.,0.99,0.
-48.,0.986,0.
-46.,0.9795,0.
-44.,0.9755,0.
-42.,0.9595,0.
-40.,0.956,0.
-38.,0.936,0.
-36.,0.9135,0.00014285714285714287
-34.,0.8755,0.
-32.,0.8565,0.00014285714285714287
-30.,0.83,0.
-28.,0.7845,0.0005714285714285715
-26.,0.7455,0.0007142857142857143
-24.,0.6705,0.0007142857142857143
-22.,0.619,0.0014285714285714286
-20.,0.5525,0.0024285714285714284
-18.,0.4955,0.0034285714285714284
-16.,0.4095,0.005714285714285714
-14.,0.3305,0.008571428571428572
-12.,0.2835,0.009285714285714286
-10.,0.221,0.013285714285714286
-8.,0.1495,0.016428571428571428
-6.,0.1165,0.01657142857142857
-4.,0.0855,0.020428571428571428
-2.,0.0455,0.024428571428571428
0.,0.033,0.03214285714285714
