-60.,0.815,0.
-58.,0.7975,0.
-56.,0.76,0.
-54.,0.7375,0.
-52.,0.715,0.
-50.,0.7125,0.
-48.,0.7025,0.
-46.,0.6125,0.
-44.,0.6075,0.
-42.,0.6025,0.0007142857142857143
-40.,0.5625,0.0007142857142857143
-38.,0.5225,0.
-36.,0.5125,0.0007142857142857143
-34.,0.48,0.
-32.,0.4525,0.0007142857142857143
-30.,0.45,0.0064285714285714285
-28.,0.3475,0.002142857142857143
-26.,0.3575,0.0064285714285714285
-24.,0.3175,0.0035714285714285713
-22.,0.28,0.0035714285714285713
-20.,0.245,0.005714285714285714
-18.,0.2675,0.01
-16.,0.1825,0.007857142857142858
-14.,0.165,0.012142857142857143
-12.,0.13,0.015
-10.,0.1275,0.012142857142857143
-8.,0.0675,0.015714285714285715
-6.,0.0825,0.017142857142857144
-4.,0.0525,0.025
-2.,0.0475,0.039285714285714285
0.,0.0225,0.03357142857142857
