-60.,1.,0.029142857142857144
-59.,1.,0.03214285714285714
-58.,1.,0.03214285714285714
-57.,1.,0.026285714285714287
-56.,1.,0.030571428571428572
-55.,1.,0.027
-54.,0.9993333333333333,0.027857142857142858
-53.,1.,0.02957142857142857
-52.,0.9993333333333333,0.02942857142857143
-51.,0.9993333333333333,0.03328571428571429
-50.,0.999,0.025857142857142856
-49.,0.9986666666666667,0.029714285714285714
-48.,0.9993333333333333,0.03214285714285714
-47.,0.9993333333333333,0.03214285714285714
-46.,0.9966666666666667,0.030285714285714287
-45.,0.9946666666666667,0.027142857142857142
-44.,0.9936666666666667,0.029142857142857144
-43.,0.992,0.02942857142857143
-42.,0.9893333333333333,0.027428571428571427
-41.,0.985,0.027428571428571427
-40.,0.9853333333333333,0.028
-39.,0.9763333333333334,0.027285714285714285
-38.,0.9726666666666667,0.027142857142857142
-37.,0.9633333333333334,0.031142857142857142
-36.,0.9576666666666667,0.028714285714285713
-35.,0.9443333333333334,0.028285714285714286
-34.,0.9306666666666666,0.025714285714285714
-33.,0.917,0.029285714285714286
-32.,0.8916666666666667,0.028
-31.,0.878,0.027285714285714285
-30.,0.8486666666666667,0.026285714285714287
-29.,0.8436666666666667,0.029857142857142856
-28.,0.8036666666666666,0.025142857142857144
-27.,0.7666666666666667,0.02942857142857143
-26.,0.7373333333333333,0.026
-25.,0.701,0.030714285714285715
-24.,0.673,0.02957142857142857
-23.,0.6336666666666667,0.026857142857142857
-22.,0.5916666666666667,0.02557142857142857
-21.,0.538,0.029142857142857144
-20.,0.5156666666666667,0.029714285714285714
-19.,0.47433333333333333,0.026714285714285715
-18.,0.436,0.028142857142857143
-17.,0.39966666666666667,0.027428571428571427
-16.,0.35433333333333333,0.030571428571428572
-15.,0.31766666666666665,0.029714285714285714
-14.,0.27466666666666667,0.02857142857142857
-13.,0.2643333333333333,0.027571428571428573
-12.,0.23066666666666666,0.026714285714285715
-11.,0.18133333333333335,0.030285714285714287
-10.,0.15333333333333332,0.026285714285714287
-9.,0.15033333333333335,0.029714285714285714
-8.,0.12166666666666667,0.029285714285714286
-7.,0.114,0.032857142857142856
-6.,0.09566666666666666,0.028714285714285713
-5.,0.07833333333333334,0.02614285714285714
-4.,0.057,0.02942857142857143
-3.,0.048,0.031857142857142855
-2.,0.04066666666666666,0.029714285714285714
-1.,0.037333333333333336,0.027714285714285716
0.,0.023,0.028714285714285713
