-60.,0.999,0.2894
-59.,0.9998,0.2828
-58.,0.9984,0.2868
-57.,0.9976,0.2778
-56.,0.9976,0.286
-55.,0.9968,0.2854
-54.,0.9972,0.2896
-53.,0.9952,0.2812
-52.,0.9946,0.286
-51.,0.9934,0.2846
-50.,0.994,0.2912
-49.,0.9892,0.2954
-48.,0.9872,0.2884
-47.,0.9888,0.2818
-46.,0.9842,0.2812
-45.,0.9808,0.3008
-44.,0.9778,0.287
-43.,0.973,0.2886
-42.,0.9736,0.2876
-41.,0.9666,0.287
-40.,0.9642,0.2928
-39.,0.954,0.2896
-38.,0.945,0.307
-37.,0.942,0.292
-36.,0.9312,0.3054
-35.,0.9218,0.2842
-34.,0.9144,0.295
-33.,0.906,0.29
-32.,0.892,0.2898
-31.,0.881,0.2938
-30.,0.8706,0.2964
-29.,0.8558,0.2894
-28.,0.841,0.2838
-27.,0.8292,0.2934
-26.,0.8172,0.2944
-25.,0.797,0.293
-24.,0.7848,0.2926
-23.,0.7632,0.2924
-22.,0.7372,0.2932
-21.,0.7236,0.2824
-20.,0.7054,0.2986
-19.,0.6666,0.2992
-18.,0.656,0.279
-17.,0.6426,0.2928
-16.,0.6354,0.2868
-15.,0.5986,0.2928
-14.,0.5696,0.2886
-13.,0.5486,0.2972
-12.,0.5204,0.3
-11.,0.5068,0.3016
-10.,0.4962,0.2842
-9.,0.4634,0.2906
-8.,0.4438,0.2942
-7.,0.4192,0.2984
-6.,0.4058,0.305
-5.,0.3764,0.2858
-4.,0.3578,0.2956
-3.,0.3336,0.2828
-2.,0.3278,0.2918
-1.,0.3144,0.2896
0.,0.2952,0.288
