-60.,1.,0.0044444444444444444
-58.,0.995,0.007222222222222222
-56.,1.,0.0077777777777777776
-54.,0.995,0.01
-52.,1.,0.008333333333333333
-50.,0.99,0.010555555555555556
-48.,0.985,0.011666666666666667
-46.,0.96,0.014444444444444444
-44.,0.95,0.01611111111111111
-42.,0.955,0.012222222222222223
-40.,0.91,0.012222222222222223
-38.,0.92,0.015
-36.,0.88,0.021111111111111112
-34.,0.855,0.026111111111111113
-32.,0.735,0.019444444444444445
-30.,0.72,0.02388888888888889
-28.,0.695,0.02
-26.,0.61,0.022222222222222223
-24.,0.555,0.016666666666666666
-22.,0.5,0.01611111111111111
-20.,0.385,0.02666666666666667
-18.,0.29,0.025
-16.,0.365,0.026111111111111113
-14.,0.215,0.03
-12.,0.17,0.025
-10.,0.175,0.03
-8.,0.15,0.030555555555555555
-6.,0.075,0.035
-4.,0.06,0.026111111111111113
-2.,0.065,0.030555555555555555
0.,0.04,0.03166666666666667
