-60.,1.,0.008444444444444444
-59.,1.,0.008222222222222223
-58.,1.,0.0077777777777777776
-57.,0.999,0.011666666666666667
-56.,1.,0.008555555555555556
-55.,1.,0.009444444444444445
-54.,1.,0.007333333333333333
-53.,0.999,0.007666666666666666
-52.,1.,0.009444444444444445
-51.,0.995,0.0074444444444444445
-50.,0.996,0.011222222222222222
-49.,0.994,0.00788888888888889
-48.,0.997,0.009111111111111111
-47.,0.989,0.008666666666666666
-46.,0.988,0.008888888888888889
-45.,0.99,0.0074444444444444445
-44.,0.984,0.010222222222222223
-43.,0.976,0.010777777777777778
-42.,0.964,0.008555555555555556
-41.,0.96,0.008888888888888889
-40.,0.945,0.007555555555555556
-39.,0.942,0.009222222222222222
-38.,0.911,0.009
-37.,0.917,0.009
-36.,0.877,0.010555555555555556
-35.,0.861,0.008333333333333333
-34.,0.829,0.006555555555555556
-33.,0.828,0.008777777777777778
-32.,0.756,0.010777777777777778
-31.,0.743,0.009888888888888888
-30.,0.709,0.010222222222222223
-29.,0.659,0.009777777777777778
-28.,0.634,0.00811111111111111
-27.,0.581,0.011111111111111112
-26.,0.562,0.010333333333333333
-25.,0.501,0.008555555555555556
-24.,0.468,0.008888888888888889
-23.,0.44,0.010444444444444444
-22.,0.389,0.009444444444444445
-21.,0.367,0.008222222222222223
-20.,0.301,0.009444444444444445
-19.,0.273,0.008555555555555556
-18.,0.25,0.010222222222222223
-17.,0.209,0.008666666666666666
-16.,0.209,0.010666666666666666
-15.,0.132,0.010333333333333333
-14.,0.152,0.009444444444444445
-13.,0.138,0.008555555555555556
-12.,0.122,0.00811111111111111
-11.,0.095,0.010888888888888889
-10.,0.061,0.010777777777777778
-9.,0.054,0.008444444444444444
-8.,0.057,0.009222222222222222
-7.,0.034,0.00788888888888889
-6.,0.031,0.010444444444444444
-5.,0.027,0.009
-4.,0.028,0.008444444444444444
-3.,0.015,0.010555555555555556
-2.,0.016,0.009222222222222222
-1.,0.014,0.011
0.,0.009,0.009333333333333334
