-60.,1.,0.0026666666666666666
-58.,1.,0.0017777777777777779
-56.,1.,0.0034444444444444444
-54.,1.,0.0036666666666666666
-52.,1.,0.0057777777777777775
-50.,1.,0.005222222222222222
-48.,1.,0.004888888888888889
-46.,1.,0.005333333333333333
-44.,1.,0.007
-42.,1.,0.009444444444444445
-40.,1.,0.009555555555555555
-38.,1.,0.010777777777777778
-36.,0.998,0.012222222222222223
-34.,0.997,0.012
-32.,0.989,0.013777777777777778
-30.,0.99,0.017888888888888888
-28.,0.973,0.019222222222222224
-26.,0.945,0.020888888888888887
-24.,0.879,0.021555555555555557
-22.,0.856,0.021777777777777778
-20.,0.784,0.024888888888888887
-18.,0.705,0.023777777777777776
-16.,0.604,0.026333333333333334
-14.,0.488,0.027333333333333334
-12.,0.395,0.02788888888888889
-10.,0.299,0.026222222222222223
-8.,0.222,0.02788888888888889
-6.,0.16,0.02822222222222222
-4.,0.093,0.029
-2.,0.044,0.023333333333333334
0.,0.03,0.03322222222222222
